Date,Close,High,Low,Open,Volume
,AMZN,AMZN,AMZN,AMZN,AMZN
2024-11-19,204.61,205.3,198.78,199.33,31197900
2024-11-20,202.88,203.13,199.45,202.98,32769000
2024-11-21,198.38,203.49,195.75,203.49,58800000
2024-11-22,197.12,199.26,196.75,198.25,31530800
2024-11-25,201.45,201.95,199.0,199.28,40685700
2024-11-26,207.86,208.0,201.79,201.9,41673700
2024-11-27,205.74,207.64,205.05,206.98,28061600
2024-11-29,207.89,208.2,204.59,205.83,24892400
2024-12-02,210.71,212.99,209.51,209.96,39523200
2024-12-03,213.44,214.02,209.65,210.31,32214800
2024-12-04,218.16,220.0,215.75,215.96,48745700
2024-12-05,220.55,222.15,217.3,218.03,41140200
2024-12-06,227.03,227.15,220.6,220.75,44178100
2024-12-09,226.09,230.08,225.67,227.21,46819400
2024-12-10,225.04,229.06,224.2,226.09,31199900
2024-12-11,230.26,231.2,226.26,226.41,35385800
2024-12-12,228.97,231.09,227.63,229.83,28204100
2024-12-13,227.46,230.2,225.86,228.4,28768100
2024-12-16,232.93,233.0,228.01,230.23,37552100
2024-12-17,231.15,232.73,227.85,232.39,35948100
2024-12-18,220.52,231.4,220.11,230.77,43281400
2024-12-19,223.29,226.09,222.92,224.91,39918700
2024-12-20,224.92,226.21,218.73,219.84,88279200
2024-12-23,225.06,226.88,223.9,225.01,28070000
2024-12-24,229.05,229.14,226.13,226.94,15007500
2024-12-26,227.05,228.5,226.67,228.5,16146700
2024-12-27,223.75,226.03,220.9,225.6,27367100
2024-12-30,221.3,223.0,218.43,220.06,28321200
2024-12-31,219.39,223.23,218.94,222.97,24819700
2025-01-02,220.22,225.15,218.19,222.03,33956600
2025-01-03,224.19,225.36,221.62,222.51,27515600
2025-01-06,227.61,228.84,224.84,226.78,31849800
2025-01-07,222.11,228.38,221.46,227.9,28084200
2025-01-08,222.13,223.52,220.2,223.19,25033300
2025-01-10,218.94,221.71,216.5,221.46,36811500
2025-01-13,218.46,219.4,216.47,218.06,27262700
2025-01-14,217.76,221.82,216.2,220.44,24711700
2025-01-15,223.35,223.57,220.75,222.83,31291300
2025-01-16,220.66,224.65,220.31,224.42,24757300
2025-01-17,225.94,226.51,223.08,225.84,42370100
2025-01-21,230.71,231.78,226.94,228.9,39951500
2025-01-22,235.01,235.44,231.19,232.02,41448200
2025-01-23,235.42,235.52,231.51,234.1,26404400
2025-01-24,234.85,236.4,232.93,234.5,25890700
2025-01-27,235.42,235.61,225.86,226.21,49428300
2025-01-28,238.15,241.77,233.98,234.29,41587200
2025-01-29,237.07,240.39,236.15,239.02,26091700
2025-01-30,234.64,237.95,232.22,237.14,32020700
2025-01-31,237.68,240.29,236.41,236.5,36162400
2025-02-03,237.42,239.25,232.9,234.06,37285900
2025-02-04,242.06,242.52,238.03,239.01,29713800
2025-02-05,236.17,238.32,235.2,237.02,38727300
2025-02-06,238.83,239.66,236.01,238.01,60897100
2025-02-07,229.15,234.81,228.06,232.5,77539300
2025-02-10,233.14,233.92,229.2,230.55,35419900
2025-02-11,232.76,233.44,230.13,231.92,23713700
2025-02-12,228.93,231.18,228.16,230.46,32285200
2025-02-13,230.37,230.42,227.52,228.85,31346500
2025-02-14,228.68,229.89,227.23,229.2,27031100
2025-02-18,226.65,229.3,223.72,228.82,42975100
2025-02-19,226.63,226.83,223.71,225.52,28566700
2025-02-20,222.88,225.13,221.81,224.78,30001700
2025-02-21,216.58,223.31,214.74,223.28,55323900
2025-02-24,212.71,217.72,212.42,217.45,42387600
2025-02-25,212.8,213.34,204.16,211.63,58958000
2025-02-26,214.35,218.16,213.09,214.94,39120600
2025-02-27,208.74,219.97,208.37,218.35,40548600
2025-02-28,212.28,212.62,206.99,208.65,51771700
2025-03-03,205.02,214.01,202.55,213.35,42948400
2025-03-04,203.8,206.8,197.43,200.11,60853100
2025-03-05,208.36,209.98,203.26,204.8,38610100
2025-03-06,200.7,205.77,198.3,204.4,49863800
2025-03-07,199.25,202.27,192.53,199.49,59802800
2025-03-10,194.54,196.73,190.85,195.6,62350900
2025-03-11,196.59,200.18,193.4,193.9,54002900
2025-03-12,198.89,201.52,195.29,200.72,43679300
2025-03-13,193.89,198.88,191.82,198.17,41270800
2025-03-14,197.95,198.65,195.32,197.41,38096700
2025-03-17,195.74,199.0,194.32,198.77,47341800
2025-03-18,192.82,194.0,189.38,192.52,40414900
2025-03-19,195.54,195.97,191.96,193.38,39442900
2025-03-20,194.95,199.32,192.3,193.07,38921100
2025-03-21,196.21,196.99,192.52,192.9,60056900
2025-03-24,203.26,203.64,199.95,200.0,41625400
2025-03-25,205.71,206.21,203.22,203.6,31171200
2025-03-26,201.13,206.01,199.93,205.84,32855300
2025-03-27,201.36,203.79,199.28,200.89,27317700
2025-03-28,192.72,199.26,191.88,198.42,52548200
2025-03-31,190.26,191.33,184.4,188.19,63547600
2025-04-01,192.17,193.93,187.2,187.86,41267300
2025-04-02,196.01,198.34,187.66,187.66,53679200
2025-04-03,178.41,184.13,176.92,183.0,95553600
2025-04-04,171.0,178.14,166.0,167.15,123159400
2025-04-07,175.26,183.41,161.38,162.0,109327100
2025-04-08,170.66,185.9,168.57,185.23,87710400
2025-04-09,191.1,192.65,169.93,172.12,116804300
2025-04-10,181.22,186.87,175.85,185.44,68302000
2025-04-11,184.87,185.86,178.0,179.93,50594300
2025-04-14,182.12,187.44,179.23,186.84,48002500
2025-04-15,179.59,182.35,177.93,181.41,43642000
2025-04-16,174.33,179.1,171.41,176.29,51875300
2025-04-17,172.61,176.21,172.0,176.0,44468400
2025-04-21,167.32,169.6,165.29,169.6,48126100
2025-04-22,173.18,176.78,169.35,169.85,56607200
2025-04-23,180.6,187.38,180.19,183.45,63470100
2025-04-24,186.54,186.74,180.18,180.92,43763200
2025-04-25,188.99,189.94,185.49,187.62,36414300
2025-04-28,187.7,190.22,184.89,190.11,33224700
2025-04-29,187.39,188.02,183.68,183.99,41667300
2025-04-30,184.42,185.05,178.85,182.17,55176500
2025-05-01,190.2,191.81,187.5,190.63,74266000
2025-05-02,189.98,192.88,186.4,191.44,77903500
2025-05-05,186.35,188.18,185.53,186.51,35217500
2025-05-06,185.01,187.93,183.85,184.57,29314100
2025-05-07,188.71,190.99,185.01,185.56,43948600
2025-05-08,192.08,194.33,188.82,191.43,41043600
2025-05-09,193.06,194.69,191.16,193.38,29663100
2025-05-12,208.64,211.66,205.75,210.71,75205000
2025-05-13,211.37,214.84,210.1,211.08,56193700
2025-05-14,210.25,211.93,208.85,211.45,38492100
2025-05-15,205.17,206.88,202.67,206.45,64347300
2025-05-16,205.59,206.85,204.37,206.85,43318500
2025-05-19,206.16,206.62,201.26,201.65,34314800
2025-05-20,204.07,205.59,202.65,204.63,29470400
2025-05-21,201.12,203.46,200.06,201.61,42460900
2025-05-22,203.1,205.76,200.16,201.38,38938900
2025-05-23,200.99,202.37,197.85,198.9,33350500
