Date,Close,High,Low,Open,Volume
,GOOG,GOOG,GOOG,GOOG,GOOG
2024-07-26,168.08,169.23,165.27,168.17,25150100
2024-07-29,170.52,171.54,169.11,169.89,13768900
2024-07-30,171.24,172.33,169.51,171.21,13681400
2024-07-31,172.53,175.28,171.1,174.29,15650200
2024-08-01,171.83,175.05,169.9,171.36,17177800
2024-08-02,167.8,169.6,165.79,167.59,18907800
2024-08-05,160.06,165.35,156.04,156.81,34907800
2024-08-06,159.97,161.77,157.56,160.37,36146500
2024-08-07,160.17,164.2,159.67,162.66,19334200
2024-08-08,163.25,164.91,161.45,161.76,15733600
2024-08-09,164.8,164.93,160.35,161.07,13549200
2024-08-12,163.36,166.1,162.96,165.4,12435000
2024-08-13,165.34,165.94,164.18,164.59,12717600
2024-08-14,161.45,164.37,158.96,163.62,22515900
2024-08-15,162.59,162.93,160.91,161.63,18392500
2024-08-16,164.15,166.35,162.5,162.82,16853100
2024-08-19,167.8,167.87,165.5,166.4,13100800
2024-08-20,168.35,169.8,168.06,168.14,12622500
2024-08-21,167.03,168.04,165.97,166.39,15269600
2024-08-22,164.9,168.81,164.44,168.43,19123800
2024-08-23,166.83,167.35,165.07,165.95,14281600
2024-08-26,167.33,168.77,165.72,167.55,11990300
2024-08-27,165.78,167.64,165.56,167.01,13718200
2024-08-28,163.91,166.79,162.7,166.18,15208700
2024-08-29,162.81,167.03,161.4,165.47,17133800
2024-08-30,164.52,164.69,162.82,163.63,18498800
2024-09-03,158.04,162.79,157.29,162.73,26533100
2024-09-04,157.24,159.83,156.88,157.51,17410700
2024-09-05,158.03,160.44,156.96,157.21,14139500
2024-09-06,151.59,158.65,151.39,158.12,24999100
2024-09-09,149.2,154.29,147.86,153.28,28057700
2024-09-10,149.67,151.95,149.2,151.11,20401800
2024-09-11,151.8,152.13,148.36,150.75,18991500
2024-09-12,155.19,155.26,153.15,154.46,21024100
2024-09-13,158.01,158.91,155.76,156.01,16733900
2024-09-16,158.63,158.88,157.25,157.97,14157600
2024-09-17,159.92,161.22,159.05,159.73,12064800
2024-09-18,160.44,161.26,159.3,160.48,16756500
2024-09-19,162.87,164.62,162.15,164.45,17548200
2024-09-20,164.27,164.38,162.81,164.15,46362700
2024-09-23,162.7,166.23,162.58,164.96,15648400
2024-09-24,163.27,164.18,161.66,163.88,18774100
2024-09-25,162.62,163.84,162.41,162.6,13607900
2024-09-26,163.46,165.12,163.13,164.66,18234500
2024-09-27,164.91,166.59,163.46,163.54,13604300
2024-09-30,166.81,166.98,164.27,164.41,14070100
2024-10-01,168.04,170.05,165.52,168.48,18629500
2024-10-02,166.93,168.5,165.87,167.38,12745000
2024-10-03,166.83,167.53,164.99,165.44,11004300
2024-10-04,168.18,169.17,166.58,168.96,11422100
2024-10-07,164.02,169.51,163.76,168.76,14034700
2024-10-08,165.32,165.72,163.94,165.05,11723900
2024-10-09,162.69,165.88,160.75,164.48,19666400
2024-10-10,162.81,163.94,161.27,161.74,12900500
2024-10-11,164.15,164.89,162.13,162.96,10946000
2024-10-14,165.97,167.24,164.41,164.54,9981800
2024-10-15,166.52,168.71,165.67,166.76,14829300
2024-10-16,166.36,166.9,164.84,165.65,9968500
2024-10-17,164.14,167.55,164.0,167.0,15113400
2024-10-18,164.68,165.99,164.38,164.5,13091300
2024-10-21,165.42,165.84,163.93,164.21,11384000
2024-10-22,166.44,167.09,164.3,164.33,11958600
2024-10-23,164.11,167.22,163.26,166.05,12754300
2024-10-24,164.16,164.68,162.4,164.22,12764400
2024-10-25,166.61,167.02,164.85,164.99,14566400
2024-10-28,167.96,170.22,165.41,170.2,20858300
2024-10-29,170.75,171.47,168.28,169.0,28916100
2024-10-30,175.74,183.37,175.35,182.0,49698300
2024-10-31,172.3,178.02,172.17,174.32,32801900
2024-11-01,172.26,173.43,169.92,171.15,21752900
2024-11-04,170.29,171.53,169.1,170.85,16194000
2024-11-05,171.02,171.71,169.98,170.44,12518300
2024-11-06,177.93,178.23,174.64,174.95,27061500
2024-11-07,181.87,182.17,178.48,178.7,16730400
2024-11-08,179.45,181.94,179.16,181.59,15021500
2024-11-11,181.56,181.67,179.58,179.66,12503400
2024-11-12,182.9,183.61,180.58,180.97,14065800
2024-11-13,180.08,182.2,179.71,181.74,13969700
2024-11-14,176.95,180.04,175.63,179.34,17925800
2024-11-15,173.5,175.48,172.35,175.24,21708900
2024-11-18,176.4,176.51,174.02,174.56,18725400
2024-11-19,179.17,179.76,174.72,174.84,15392900
2024-11-20,176.93,178.7,174.93,178.42,15729800
2024-11-21,168.86,175.18,164.93,175.06,38839400
2024-11-22,166.19,167.88,165.33,166.78,24497000
2024-11-25,169.05,170.07,167.02,167.61,21395700
2024-11-26,170.23,171.11,169.05,169.11,14937500
2024-11-27,170.43,170.75,169.28,170.29,12433400
2024-11-29,170.1,170.48,168.37,169.67,9250700
2024-12-02,172.59,173.21,169.88,169.93,16593400
2024-12-03,172.63,173.92,172.12,172.73,15721500
2024-12-04,175.69,176.03,172.36,172.39,18239800
2024-12-05,173.91,177.31,173.61,176.92,16145500
2024-12-06,176.09,176.44,173.16,173.49,13319500
2024-12-09,176.9,177.84,175.2,175.52,19887800
2024-12-10,186.32,187.82,182.46,184.33,34317400
2024-12-11,196.49,196.67,186.05,186.49,41664500
2024-12-12,193.41,196.48,193.06,196.08,25197800
2024-12-13,191.16,194.12,191.04,192.49,18883200
2024-12-16,197.93,200.41,193.89,194.14,32248600
2024-12-17,196.9,202.65,196.47,198.3,24129500
2024-12-18,189.93,198.46,189.06,196.61,27638400
2024-12-19,189.48,194.38,189.3,193.06,26981200
2024-12-20,192.74,193.91,186.16,186.8,45319700
2024-12-23,195.77,196.27,191.41,193.81,15235900
2024-12-24,197.35,197.45,194.98,195.95,6809800
2024-12-26,196.88,197.93,195.65,196.52,7907900
2024-12-27,193.82,196.58,191.75,196.25,14693000
2024-12-30,192.47,193.56,190.14,190.65,12209500
2024-12-31,190.22,193.03,189.36,192.23,14355200
2025-01-02,190.41,192.98,188.5,191.27,17545200
2025-01-03,192.91,194.28,191.13,192.51,12875000
2025-01-06,197.73,199.33,194.84,194.93,19483300
2025-01-07,196.49,201.91,195.72,198.04,16966800
2025-01-08,195.17,197.42,193.53,193.73,14335300
2025-01-10,192.95,197.4,191.38,195.2,20753800
2025-01-13,192.07,192.27,188.45,191.13,13169100
2025-01-14,190.83,193.05,189.42,192.28,13651200
2025-01-15,196.76,197.57,193.11,194.13,12894900
2025-01-16,194.19,196.76,194.08,195.6,13449600
2025-01-17,197.33,198.58,195.09,197.82,22109100
2025-01-21,199.4,203.61,199.21,200.28,19005200
2025-01-22,199.8,201.89,198.97,200.32,15477400
2025-01-23,199.35,201.71,196.6,199.75,15170800
2025-01-24,201.67,202.34,199.56,199.62,12732400
2025-01-27,193.55,198.44,192.48,193.97,24970200
2025-01-28,196.85,197.01,192.39,194.43,15939200
2025-01-29,196.96,198.23,194.97,197.15,12287800
2025-01-30,202.4,203.01,199.25,199.53,14571500
2025-01-31,205.37,206.84,203.35,203.48,17087300
2025-02-03,202.41,204.99,201.43,201.98,16719500
2025-02-04,207.47,208.46,204.03,204.27,28285400
2025-02-05,193.08,194.33,189.69,192.88,43666400
2025-02-06,193.09,193.61,190.27,190.77,20816600
2025-02-07,186.93,192.8,184.89,192.52,29565700
2025-02-10,187.99,189.77,187.4,188.84,16606000
2025-02-11,186.86,188.59,185.87,186.62,13028100
2025-02-12,185.22,186.62,183.42,185.02,17632300
2025-02-13,187.67,187.78,184.67,185.72,12729300
2025-02-14,186.66,187.94,185.9,186.62,12714200
2025-02-18,185.59,187.57,183.37,187.23,19796000
2025-02-19,186.92,187.15,185.29,185.97,13120500
2025-02-20,186.43,186.91,184.39,186.29,12063800
2025-02-21,181.37,187.26,180.92,187.08,19520800
2025-02-24,180.98,184.88,180.67,183.59,18734000
2025-02-25,177.17,180.55,176.57,179.95,20832500
2025-02-26,174.5,177.88,173.39,176.74,23637200
2025-02-27,170.02,176.39,169.56,175.74,25930500
2025-02-28,172.02,172.3,168.2,170.11,30049800
2025-03-03,168.47,174.8,167.45,173.53,24122000
2025-03-04,172.41,174.97,167.35,167.75,30711400
2025-03-05,174.79,175.55,170.74,172.12,18848000
2025-03-06,174.01,176.53,172.31,172.35,19082400
2025-03-07,175.55,176.7,172.05,173.04,16395300
2025-03-10,167.81,170.45,165.57,170.16,28990700
2025-03-11,165.98,168.65,163.24,166.68,23705900
2025-03-12,169.0,169.53,165.48,168.47,19880100
2025-03-13,164.73,168.12,164.07,167.98,15206200
2025-03-14,167.62,168.25,164.51,165.32,18611100
2025-03-17,166.57,168.46,165.81,167.32,17839100
2025-03-18,162.67,166.44,158.8,165.96,24616800
2025-03-19,166.28,168.13,163.05,163.91,24955700
2025-03-20,165.05,167.03,163.14,163.82,19981500
2025-03-21,166.25,166.47,163.03,163.38,29882100
2025-03-24,169.93,170.5,167.44,169.26,18742800
2025-03-25,172.79,172.91,170.55,171.18,13841600
2025-03-26,167.14,171.94,166.86,171.3,22498000
2025-03-27,164.08,167.44,163.85,166.71,21571200
2025-03-28,156.06,163.81,155.34,162.36,34866500
2025-03-31,156.23,157.13,152.21,154.81,33591600
2025-04-01,158.88,160.08,155.26,155.3,20111400
2025-04-02,158.86,160.27,156.53,156.96,17113300
2025-04-03,152.63,154.69,152.18,152.84,28416100
2025-04-04,147.74,153.09,147.54,149.9,39832200
2025-04-07,149.24,154.93,142.66,143.39,47823000
2025-04-08,146.58,154.44,145.21,153.57,35304400
2025-04-09,161.06,161.87,145.81,146.33,46479500
2025-04-10,155.37,160.03,152.2,158.76,35270500
2025-04-11,159.4,159.86,155.59,155.59,22582000
2025-04-14,161.47,164.03,159.92,162.31,18255900
2025-04-15,158.68,162.05,157.65,161.57,15690800
2025-04-16,155.5,158.18,153.91,155.47,16921500
2025-04-17,153.36,157.07,150.9,156.61,19513400
2025-04-21,149.86,151.06,148.4,150.96,16147800
2025-04-22,153.9,154.61,150.87,151.07,15910300
2025-04-23,157.72,160.02,156.35,157.91,18575700
2025-04-24,161.47,161.71,158.09,158.52,30787500
2025-04-25,163.85,168.24,163.0,167.1,35148100
2025-04-28,162.42,164.95,160.38,164.26,20871200
2025-04-29,162.06,162.68,159.39,162.04,15955200
2025-04-30,160.89,161.37,157.15,159.86,20639500
2025-05-01,162.79,163.94,160.93,162.52,21904300
2025-05-02,165.81,166.7,163.66,164.96,16844900
2025-05-05,166.05,167.1,164.47,164.51,15309300
2025-05-06,165.2,166.74,163.13,163.96,10691900
2025-05-07,152.8,166.99,149.49,166.07,78729800
2025-05-08,155.75,157.41,154.1,155.92,38387500
2025-05-09,154.38,156.43,153.83,155.55,22871000
2025-05-12,159.58,160.44,157.89,159.1,31884900
2025-05-13,160.89,162.06,157.58,159.92,24944300
2025-05-14,166.81,168.34,160.93,161.31,31769200
2025-05-15,165.4,167.51,163.84,167.14,22717600
2025-05-16,167.43,170.65,166.95,168.93,36271400
2025-05-19,167.87,167.95,165.41,165.71,21374700
2025-05-20,165.32,169.68,164.26,167.76,33563300
2025-05-21,170.06,174.53,164.89,164.95,45567600
2025-05-22,171.98,178.13,171.88,173.35,45024100
2025-05-23,169.59,171.21,169.26,170.28,24853092
